parent, map, numimages, MatchedSizes, Width, Height, CombWidth, CombHeight, IsOutput
vvardenfell, veloth03_base, 9, True, 256, 256, 768, 768, True
bangkorai, nchuduabtharthreshold_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, hrotacave_base, 9, True, 256, 256, 768, 768, True
elsweyr, dancingmoon01_base, 9, True, 256, 256, 768, 768, True
craglorn, stormlair_base, 9, True, 256, 256, 768, 768, True
coldharbor, vaultofhamanforgefire_base, 9, True, 256, 256, 768, 768, True
cyrodiil, wgtvoid2_base, 9, True, 256, 256, 768, 768, True
summerset, artaeum_base, 25, True, 256, 256, 1280, 1280, True
auridon, torinaan2_base, 9, True, 256, 256, 768, 768, True
skyrim, bastionsanguinaris_ext01_base, 16, True, 256, 256, 1024, 1024, True
blackwood, u30_balfiera_int4_base, 9, True, 256, 256, 768, 768, True
justice, banditden11r3_base, 9, True, 256, 256, 768, 768, True
elsweyr, rimmen_base, 25, True, 256, 256, 1280, 1280, True
reach, u28_hallsofarthzand_base, 9, True, 256, 256, 768, 768, True
main, valleyofblades2_base, 9, True, 256, 256, 768, 768, True
reach, nchuandzelv2_base, 9, True, 256, 256, 768, 768, True
murkmire, murkmire_base, 25, True, 256, 256, 1280, 1280, True
auridon, torinaan1_base, 9, True, 256, 256, 768, 768, True
craglorn, howlingsepulchersscrying_base, 9, True, 256, 256, 768, 768, True
housing, newmoonfortress1_base, 9, True, 256, 256, 768, 768, True
blackwood, zhgroupevent_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_silenthalls_ext02_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, moonlitcove04_base, 9, True, 256, 256, 768, 768, True
therift, lionsden_hiddentunnel_base, 9, True, 256, 256, 768, 768, True
summerset, ceytarncaveint01_base, 9, True, 256, 256, 768, 768, True
summerset, artaeumvault_base, 1, True, 512, 512, 512, 512, True
bangkorai, secret_tunnel_base, 9, True, 256, 256, 768, 768, True
alikr, yldzuun_base, 9, True, 256, 256, 768, 768, True
wrothgar, honorsrestleft_base, 9, True, 256, 256, 768, 768, True
summerset, shimmerenewaterworks01_base, 9, True, 256, 256, 768, 768, True
auridon, lair_base, 9, True, 256, 256, 768, 768, True
greenshade, barrowtrench_base, 9, True, 256, 256, 768, 768, True
clockwork, ccunderground02_base, 9, True, 256, 256, 768, 768, True
shadowfen, shadowfen_base, 9, True, 512, 512, 1536, 1536, True
cyrodiil, redrubycave_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, anvilcity_base, 25, True, 256, 256, 1280, 1280, True
reach, markunderstonenchuandzel_base, 9, True, 256, 256, 768, 768, True
grahtwood, eldenhollowheroic2_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialcity_base, 25, True, 256, 256, 1280, 1280, True
cyrodiil, breakneckcave_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_folly_delve_base, 25, True, 256, 256, 1280, 1280, True
elsweyr, rimmencrypts_base, 9, True, 256, 256, 768, 768, True
housing, u32_agonysascent_int03_base, 9, True, 256, 256, 768, 768, True
elsweyr, rimmenpalaceinterior_base, 9, True, 256, 256, 768, 768, True
housing, snowglobe_base, 25, True, 256, 256, 1280, 1280, True
deadlands, u32_dreaded_refuge_ext_base, 9, True, 256, 256, 768, 768, True
craglorn, skyreachhold4_base, 9, True, 256, 256, 768, 768, True
murkmire, ui_map_xal-vakka01_base, 9, True, 256, 256, 768, 768, True
reapersmarch, planeofjodehubhillbos_base, 25, True, 256, 256, 1280, 1280, True
cyrodiil, underpallcave_base, 9, True, 256, 256, 768, 768, True
summerset, shimmerenewaterworks02_base, 9, True, 256, 256, 768, 768, True
vvardenfell, ui_map_hofabricext1_base, 9, True, 256, 256, 768, 768, True
reach, markarthoutlawsrefuge_base, 9, True, 256, 256, 768, 768, True
guildmaps, gladeofthedivineasakala_base, 9, True, 256, 256, 768, 768, True
vvardenfell, cavernoftheincarnate_base, 9, True, 256, 256, 768, 768, True
bangkorai, blackhearthavenarea3_base, 9, True, 256, 256, 768, 768, True
therift, nimaltenpart1_base, 9, True, 256, 256, 768, 768, True
cyrodiil, iccoldharbormarket2_base, 9, True, 256, 256, 768, 768, True
housing, telgalen_base, 9, True, 256, 256, 768, 768, True
therift, vernimwood_base, 9, True, 256, 256, 768, 768, True
wrothgar, orsiniumthroneroom_base, 9, True, 256, 256, 768, 768, True
rivenspire, tribulationcrypt_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialsewers_aldmeri3_base, 36, True, 512, 512, 3072, 3072, True
greenshade, caracdena_base, 9, True, 256, 256, 768, 768, True
glenumbra, moriseli_base, 9, True, 256, 256, 768, 768, True
guildmaps, hallsofsubmission_base, 9, True, 256, 256, 768, 768, True
justice, banditden8_room1_base, 9, True, 256, 256, 768, 768, True
rivenspire, fevered_mews_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, athimahcave01_base, 9, True, 256, 256, 768, 768, True
vvardenfell, veloth01_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_dl6_ahope_vpass_base, 25, True, 256, 256, 1280, 1280, True
clockwork, ccq7_map5_base, 9, True, 256, 256, 768, 768, True
guildmaps, abagarlas_base, 9, True, 256, 256, 768, 768, True
blackwood, veyond2_base, 9, True, 256, 256, 768, 768, True
clockwork, mechanicalfundamentup01_base, 9, True, 256, 256, 768, 768, True
stormhaven, ui_map_scalecaller002_base, 9, True, 256, 256, 768, 768, True
vvardenfell, clockwork06_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_sundercliff_base, 9, True, 256, 256, 768, 768, True
reach, gloomreach5b_base, 9, True, 256, 256, 768, 768, True
bangkorai, bangkoraigarrisontop_base, 9, True, 256, 256, 768, 768, True
thievesguild, sharktoothgrotto2_base, 9, True, 256, 256, 768, 768, True
alikr, lostcity_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_ardenthopeext_base, 25, True, 256, 256, 1280, 1280, True
southernelsweyr, houseofembersinside_base, 9, True, 256, 256, 768, 768, True
skyrim, shadowgreen_base, 9, True, 256, 256, 768, 768, True
stonefalls, orkeyshollow_base, 9, True, 256, 256, 768, 768, True
vvardenfell, ui_map_hofabriccaves_base, 9, True, 256, 256, 768, 768, True
coldharbor, hajuxith_base, 9, True, 256, 256, 768, 768, True
eastmarch, mzulft_base, 9, True, 256, 256, 768, 768, True
summerset, crystaltower_mausoleum_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_glenbridge_base, 9, True, 256, 256, 768, 768, True
shadowfen, ui_cradleofshadowsint_005_base, 9, True, 256, 256, 768, 768, True
auridon, mistral_base, 25, True, 256, 256, 1280, 1280, True
summerset, alinorroyalpalace1_base, 9, True, 256, 256, 768, 768, True
auridon, torinaan3_base, 9, True, 256, 256, 768, 768, True
skyrim, knightfall1_base, 9, True, 256, 256, 768, 768, True
reapersmarch, urcelmosbetrayal_base, 25, True, 256, 256, 1280, 1280, True
therift, ebonmeretower_base, 9, True, 256, 256, 768, 768, True
murkmire, sunkenxanmeer02_base, 9, True, 256, 256, 768, 768, True
greenshade, nereidtemple_base, 9, True, 256, 256, 768, 768, True
elsweyr, riverholdinstance_base, 25, True, 256, 256, 1280, 1280, True
elsweyr, desertwind3_base, 9, True, 256, 256, 768, 768, True
rivenspire, cryptofheartsheroicboss, 9, True, 256, 256, 768, 768, True
clockwork, ventralterminus01_base, 9, True, 256, 256, 768, 768, True
summerset, sq4sapiarch02_base, 9, True, 256, 256, 768, 768, True
temporarymaps, deadlands_vault_base, 9, True, 256, 256, 768, 768, True
temporarymaps, oblivion_vault_base, 9, True, 256, 256, 768, 768, True
housing, falkreathhousing_base, 25, True, 256, 256, 1280, 1280, True
summerset, lillandrilcave_base, 9, True, 256, 256, 768, 768, True
elsweyr, sunspirehall004_base, 9, True, 256, 256, 768, 768, True
reach, briarrockruins_int01_base, 9, True, 256, 256, 768, 768, True
wrothgar, arenasoblivionexterior_base, 9, True, 256, 256, 768, 768, True
justice, banditden11f2_base, 9, True, 256, 256, 768, 768, True
malabaltor, rootsofsilvenar_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_xanmeeroverlook_int_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_rg_map_outside_001, 9, True, 256, 256, 768, 768, True
blackwood, u30_rg_map_outside_002, 9, True, 256, 256, 768, 768, True
bangkorai, hallinsstand_base, 25, True, 256, 256, 1280, 1280, True
guildmaps, fortvirakruin_base, 9, True, 256, 256, 768, 768, True
rivenspire, breaghafinupper_base, 9, True, 256, 256, 768, 768, True
stonefalls, mephalasnest_base, 9, True, 256, 256, 768, 768, True
deshaan, eidolonshollow2_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_bathhouse2_base, 9, True, 256, 256, 768, 768, True
skyrim, stonegarden03b_base, 9, True, 256, 256, 768, 768, True
elsweyr, jodesembrace2.base, 25, True, 256, 256, 1280, 1280, True
craglorn, ui_map_bloodrootint2_base, 9, True, 256, 256, 768, 768, True
stormhaven, wayrestsewers_base, 9, True, 256, 256, 768, 768, True
coldharbor, coldharbour_base, 4, True, 1024, 1024, 2048, 2048, True
temporarymaps, u32_fargrave_base, 25, True, 256, 256, 1280, 1280, True
cyrodiil, imperialsewers_ebon2_base, 36, True, 512, 512, 3072, 3072, True
cyrodiil, imperialsewers_ebon1_base, 36, True, 512, 512, 3072, 3072, True
summerset, illuminationacademy_02_base, 9, True, 256, 256, 768, 768, True
summerset, ui_map_cloudresttrial_base, 9, True, 256, 256, 768, 768, True
bangkorai, blackhearthavenarea2_base, 9, True, 256, 256, 768, 768, True
prologue, u31_lyranthhideaway_base, 9, True, 256, 256, 768, 768, True
vvardenfell, khartagpoint_base, 9, True, 256, 256, 768, 768, True
grahtwood, tombofanahbi_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialprisondistrictdun_base, 9, True, 256, 256, 768, 768, True
cyrodiil, toadstoolhollowlower_base, 9, True, 256, 256, 768, 768, True
reach, btharzelbank_base, 9, True, 256, 256, 768, 768, True
malabaltor, tempestislandncave_base, 9, True, 256, 256, 768, 768, True
deshaan, deepcragden_base, 9, True, 256, 256, 768, 768, True
greenshade, vetcirtyash01_base, 9, True, 256, 256, 768, 768, True
craglorn, shadahallofworship_base, 9, True, 256, 256, 768, 768, True
grahtwood, laeloriaruins_base, 9, True, 256, 256, 768, 768, True
malabaltor, baandaritradingpost_base, 25, True, 256, 256, 1280, 1280, True
deshaan, kwamacolony_base, 9, True, 256, 256, 768, 768, True
elsweyr, dancingmoon02_base, 9, True, 256, 256, 768, 768, True
elsweyr, ashencombs2_base, 9, True, 256, 256, 768, 768, True
cyrodiil, capstonecave_base, 9, True, 256, 256, 768, 768, True
blackwood, zh01_base, 9, True, 256, 256, 768, 768, True
wrothgar, iceheartslair_map_base, 9, True, 256, 256, 768, 768, True
malabaltor, vulkwasten_base, 25, True, 256, 256, 1280, 1280, True
reapersmarch, mawlorkajsevenriddles_base, 9, True, 256, 256, 768, 768, True
reach, blackreach_public_base, 9, True, 256, 256, 768, 768, True
reach, grayhostbase_base, 9, True, 256, 256, 768, 768, True
rivenspire, shroudedpass_base, 9, True, 256, 256, 768, 768, True
prologue, u29_prologue_ic_base, 9, True, 256, 256, 768, 768, True
reach, karthwasten_mine_public_base, 9, True, 256, 256, 768, 768, True
reach, gloomreach2_base, 9, True, 256, 256, 768, 768, True
grahtwood, boneorchard_base, 9, True, 256, 256, 768, 768, True
summerset, sum_wgtthroneroom_base, 9, True, 256, 256, 768, 768, True
cyrodiil, wgtpalacesewers_base, 9, True, 256, 256, 768, 768, True
reach, u28_darkheart_base, 9, True, 256, 256, 768, 768, True
stormhaven, koeglinmine_base, 9, True, 256, 256, 768, 768, True
clockwork, hallsofregulation_2_base, 9, True, 256, 256, 768, 768, True
elsweyr, stitches_base, 25, True, 256, 256, 1280, 1280, True
deshaan, narsis_base, 25, True, 256, 256, 1280, 1280, True
shadowfen, mudshallowcave_base, 9, True, 256, 256, 768, 768, True
coldharbor, toweroflies_base, 9, True, 256, 256, 768, 768, True
prologue, u31_culthideaway_base, 9, True, 256, 256, 768, 768, True
clockwork, ccq7_map4_base, 9, True, 256, 256, 768, 768, True
glenumbra, rpb_map_int001, 9, True, 256, 256, 768, 768, True
glenumbra, rpb_map_int003, 9, True, 256, 256, 768, 768, True
glenumbra, rpb_map_int002, 9, True, 256, 256, 768, 768, True
thievesguild, thehideaway_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, bdvilla_boss3map, 9, True, 256, 256, 768, 768, True
glenumbra, badmanscave_base, 9, True, 256, 256, 768, 768, True
stonefalls, coralheartchamber_base, 9, True, 256, 256, 768, 768, True
auridon, thebanishedcells_base, 9, True, 256, 256, 768, 768, True
summerset, crystaltower_entryway02_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, moonlitcove03_base, 9, True, 256, 256, 768, 768, True
stonefalls, fungalgrottosecretroom_base, 9, True, 256, 256, 768, 768, True
housing, telgalen2_base, 9, True, 256, 256, 768, 768, True
elsweyr, sugarslingersden01b_base, 9, True, 256, 256, 768, 768, True
cyrodiil, ava_whole, 25, True, 1024, 1024, 5120, 5120, True
alikr, the_masters_crypt_base, 9, True, 256, 256, 768, 768, True
grahtwood, maarsoutsidemap003_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, blackwoodsborderlands01_base, 9, True, 256, 256, 768, 768, True
auridon, reliquaryvaultbottom_base, 9, True, 256, 256, 768, 768, True
thievesguild, deathhollowhalls_room2_base, 9, True, 256, 256, 768, 768, True
reach, briarrockruins_tower01_base, 9, True, 256, 256, 768, 768, True
skyrim, morthalburialcave_base, 9, True, 256, 256, 768, 768, True
rivenspire, fevered_mews_subzone_base, 9, True, 256, 256, 768, 768, True
glenumbra, glenumbraoutlawrefuge_base, 9, True, 256, 256, 768, 768, True
wrothgar, arenaslobbyexterior_base, 9, True, 256, 256, 768, 768, True
battlegrounds, aldcarac_base, 9, True, 256, 256, 768, 768, True
stormhaven, u29event_festivalarena_base, 9, True, 256, 256, 768, 768, True
reapersmarch, rendrocaverns_base, 9, True, 256, 256, 768, 768, True
summerset, sq6evergloam_base, 25, True, 256, 256, 1280, 1280, True
malabaltor, tempestisland_base, 9, True, 256, 256, 768, 768, True
reach, halls_of_the_betrayed1_base, 9, True, 256, 256, 768, 768, True
vvardenfell, ashimanu02_base, 9, True, 256, 256, 768, 768, True
housing, southernelswyermanor.base, 25, True, 256, 256, 1280, 1280, True
auridon, khenarthisroost_base, 4, True, 1024, 1024, 2048, 2048, True
vvardenfell, ashimanu01_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_fargrave_base, 25, True, 256, 256, 1280, 1280, True
thievesguild, aldanobia_base, 25, True, 256, 256, 1280, 1280, True
clockwork, mechanicalfundamentup02_base, 9, True, 256, 256, 768, 768, True
coldharbor, vaultsofmadness1_base, 9, True, 256, 256, 768, 768, True
wrothgar, honorsrestdesert_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, bdvillamap1ext1, 9, True, 256, 256, 768, 768, True
bangkorai, bisnensel_base, 9, True, 256, 256, 768, 768, True
summerset, sq4sapiarch01_base, 9, True, 256, 256, 768, 768, True
summerset, sq7courtofbedlamruins02_base, 9, True, 256, 256, 768, 768, True
deshaan, welloflostsouls_base, 9, True, 256, 256, 768, 768, True
greenshade, hectahamegrottoarboretum_base, 9, True, 256, 256, 768, 768, True
reapersmarch, vineduckvillagecorridor_base, 9, True, 256, 256, 768, 768, True
therift, blessedcrucible4_base, 9, True, 256, 256, 768, 768, True
reach, briarrockruins_tower03_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_deadlight_ext_base, 9, True, 256, 256, 768, 768, True
reach, nighthollowkeep_base, 9, True, 256, 256, 768, 768, True
wrothgar, kennelrun_base, 9, True, 256, 256, 768, 768, True
craglorn, skyreachcatacombs5_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, windscourtemple_base, 9, True, 256, 256, 768, 768, True
therift, riften_base, 4, True, 512, 512, 1024, 1024, True
therift, blessedcrucible7_base, 9, True, 256, 256, 768, 768, True
prologue, u29_imperialsewers_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, els_dg_sanctuary_base, 25, True, 256, 256, 768, 768, True
greenshade, vetcirtyash03_base, 9, True, 256, 256, 768, 768, True
blackwood, veyond1_base, 9, True, 256, 256, 768, 768, True
therift, avancheznel_base, 9, True, 256, 256, 768, 768, True
stormhaven, emericsdream_base, 25, True, 256, 256, 1280, 1280, True
alikr, salasen_base, 9, True, 256, 256, 768, 768, True
reach, nighthollowkeep1_base, 9, True, 256, 256, 768, 768, True
clockwork, dranilkirisland_base, 25, True, 256, 256, 1280, 1280, True
deadlands, u32_agonysascent_base, 9, True, 256, 256, 768, 768, True
eastmarch, eastmarch_base, 4, True, 1024, 1024, 2048, 2048, True
eastmarch, mistwatchtower_base, 9, True, 256, 256, 768, 768, True
clockwork, planisphere_3rd_sphere_base, 9, True, 256, 256, 768, 768, True
wrothgar, arenasclockwork2_base, 9, True, 256, 256, 768, 768, True
thievesguild, hubalajadpalaceint_01_h_base, 9, True, 256, 256, 768, 768, True
craglorn, dragonstararena05_base, 9, True, 256, 256, 768, 768, True
housing, kushalitsanctuaryext_base, 25, True, 256, 256, 1280, 1280, True
cyrodiil, kingscrest_base, 9, True, 256, 256, 768, 768, True
auridon, innertanzelwil_base, 9, True, 256, 256, 768, 768, True
reapersmarch, jodeplane_base, 25, True, 256, 256, 1280, 1280, True
deadlands, u32_dsolace_ext2_base, 25, True, 256, 256, 1280, 1280, True
vvardenfell, ashalmawia02_base, 9, True, 256, 256, 768, 768, True
guildmaps, theearthforge_base, 9, True, 256, 256, 768, 768, True
grahtwood, maarsmap04_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, blackheightscave_base, 9, True, 256, 256, 768, 768, True
craglorn, aetherianarchiveislanda_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, els_dragonguard_island02_base, 9, True, 256, 256, 768, 768, True
housing, psijicmanor_int2_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_isleofjoy_base, 9, True, 256, 256, 768, 768, True
stormhaven, alcairecastle_base, 25, True, 256, 256, 1280, 1280, True
eastmarch, halloftrials_base, 9, True, 256, 256, 768, 768, True
skyrim, kilkreath_base, 9, True, 256, 256, 768, 768, True
coldharbor, courtofcontempt_base, 9, True, 256, 256, 768, 768, True
coldharbor, caveoftrophies_base, 9, True, 256, 256, 768, 768, True
vvardenfell, ashurnibibi_base, 9, True, 256, 256, 768, 768, True
craglorn, skyreachtemple_base, 9, True, 256, 256, 768, 768, True
summerset, sq3sloadmindscape_base, 9, True, 256, 256, 768, 768, True
craglorn, exarchsstronghold_base, 9, True, 256, 256, 768, 768, True
eastmarch, lostknifecave_base, 9, True, 256, 256, 768, 768, True
grahtwood, eldenrootthroneroom_base, 9, True, 256, 256, 768, 768, True
reapersmarch, kunasdelve_base, 9, True, 256, 256, 768, 768, True
alikr, zehtswatercaveupper_base, 9, True, 256, 256, 768, 768, True
stonefalls, ebonheart_base, 4, True, 512, 512, 1024, 1024, True
reapersmarch, khajrawlith_base, 9, True, 256, 256, 768, 768, True
murkmire, themists03_base, 25, True, 256, 256, 1280, 1280, True
reach, vateshransritesmap02, 9, True, 256, 256, 768, 768, True
therift, shroudhearth_base, 9, True, 256, 256, 768, 768, True
blackwood, vaultdelve_ext02_base, 9, True, 256, 256, 768, 768, True
reach, reach_base, 25, True, 256, 256, 1280, 1280, True
southernelsweyr, moonlitcove01_base, 9, True, 256, 256, 768, 768, True
murkmire, ui_map_deeproot_base01, 9, True, 256, 256, 768, 768, True
housing, wraithhometop_base, 9, True, 256, 256, 768, 768, True
reapersmarch, planeofjodedenoflorkhaj_base, 9, True, 256, 256, 768, 768, True
